ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Unnamed: 18
10386,25,54.57,7,1364.25,,resolved,1,3,2005,planes,s18_1662,euro shopping channel,madrid,Spain,freyre,diego,small,
10398,33,100.0,11,4215.09,2005-03-30,shipped,1,3,2005,planes,s18_1662,reims collectables,reims,France,henriot,paul,medium,
10400,34,100.0,1,6433.82,,shipped,2,4,2005,planes,s18_1662,the sharp gifts warehouse,san jose,Usa,frick,sue,medium,
10416,24,100.0,14,4352.16,,shipped,2,5,2005,planes,s18_1662,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,medium,
10100,30,100.0,3,5151.0,,shipped,1,1,2003,vintage cars,s18_1749,online diecast creations co.,nashua,Usa,young,valarie,medium,
10110,42,100.0,7,6069.0,2003-03-18,shipped,1,3,2003,vintage cars,s18_1749,"av stores, co.",manchester,Uk,ashworth,victoria,medium,
10124,21,100.0,6,2856.0,2003-05-21,shipped,2,5,2003,vintage cars,s18_1749,signal gift stores,las vegas,Usa,king,sue,small,
10149,34,100.0,11,5375.4,,shipped,3,9,2003,vintage cars,s18_1749,signal collectibles ltd.,brisbane,Usa,taylor,sue,medium,
10162,29,100.0,9,5176.5,2003-10-18,shipped,4,10,2003,vintage cars,s18_1749,corporate gift ideas co.,san francisco,Usa,brown,julie,medium,
10173,24,100.0,13,3508.8,,shipped,4,11,2003,vintage cars,s18_1749,rovelli gifts,bergamo,Italy,rovelli,giovanni,medium,
10182,44,100.0,10,7554.8,,shipped,4,11,2003,vintage cars,s18_1749,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,large,
10193,21,100.0,14,3141.6,2003-11-21,shipped,4,11,2003,vintage cars,s18_1749,"australian collectables, ltd",glen waverly,Australia,connery,sean,medium,
10204,33,100.0,4,5890.5,,shipped,4,12,2003,vintage cars,s18_1749,muscle machine inc,nyc,Usa,young,jeff,medium,
10214,30,100.0,7,5967.0,2004-01-26,shipped,1,1,2004,vintage cars,s18_1749,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,medium,
10227,26,100.0,10,3712.8,,shipped,1,3,2004,vintage cars,s18_1749,"saveley & henriot, co.",lyon,France,saveley,mary,medium,
10241,41,100.0,2,7597.3,2004-04-13,shipped,2,4,2004,vintage cars,s18_1749,mini caravy,strasbourg,France,citeaux,frederique,large,
10280,26,100.0,16,3668.6,2004-08-17,shipped,3,8,2004,vintage cars,s18_1749,amica models & co.,torino,Italy,accorti,paolo,medium,
10288,32,100.0,5,5875.2,,shipped,3,9,2004,vintage cars,s18_1749,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10302,43,100.0,1,7310.0,,shipped,4,10,2003,vintage cars,s18_1749,"uk collectables, ltd.",liverpool,Uk,devon,elizabeth,large,
10312,48,100.0,17,8078.4,2004-10-21,shipped,4,10,2004,vintage cars,s18_1749,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,large,
10331,44,74.04,7,3257.76,2004-11-17,shipped,4,11,2004,vintage cars,s18_1749,motor mint distributors inc.,philadelphia,Usa,hernandez,rosa,medium,
10344,45,100.0,1,7650.0,2004-11-25,shipped,4,11,2004,vintage cars,s18_1749,marseille mini autos,marseille,France,lebihan,laurence,large,
10367,37,100.0,3,4703.81,,resolved,1,1,2005,vintage cars,s18_1749,toys4grownups.com,pasadena,Usa,young,julie,medium,
10379,39,100.0,2,5399.55,,shipped,1,2,2005,vintage cars,s18_1749,euro shopping channel,madrid,Spain,freyre,diego,medium,
10407,76,100.0,2,14082.8,2005-04-22,on hold,2,4,2005,vintage cars,s18_1749,the sharp gifts warehouse,san jose,Usa,frick,sue,large,
10420,37,100.0,5,5283.6,2005-05-29,in process,2,5,2005,vintage cars,s18_1749,souveniers and things co.,chatswood,Australia,huxley,adrian,medium,
10108,38,82.39,2,3130.82,,shipped,1,3,2003,classic cars,s18_1889,cruz & sons co.,makati city,Philippines,cruz,arnold,medium,
10122,43,72.38,6,3112.34,,shipped,2,5,2003,classic cars,s18_1889,marseille mini autos,marseille,France,lebihan,laurence,medium,
10135,48,79.31,3,3806.88,,shipped,3,7,2003,classic cars,s18_1889,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10147,26,82.39,3,2142.14,,shipped,3,9,2003,classic cars,s18_1889,collectables for less inc.,brickhaven,Usa,nelson,allen,small,
10160,38,88.55,4,3364.9,,shipped,4,10,2003,classic cars,s18_1889,"men 'r' us retailers, ltd.",los angeles,Usa,chandler,michael,medium,
10170,20,63.14,2,1262.8,,shipped,4,11,2003,classic cars,s18_1889,mini auto werke,graz,Austria,mendel,roland,small,
10181,22,73.92,10,1626.24,,shipped,4,11,2003,classic cars,s18_1889,herkku gifts,bergen,Norway,oeztan,veysel,small,
10192,45,90.86,15,4088.7,2003-11-20,shipped,4,11,2003,classic cars,s18_1889,online diecast creations co.,nashua,Usa,young,valarie,medium,
10203,45,85.47,4,3846.15,,shipped,4,12,2003,classic cars,s18_1889,euro shopping channel,madrid,Spain,freyre,diego,medium,
10212,20,66.99,14,1339.8,2004-01-16,shipped,1,1,2004,classic cars,s18_1889,euro shopping channel,madrid,Spain,freyre,diego,small,
10225,47,64.68,5,3039.96,2004-02-22,shipped,1,2,2004,classic cars,s18_1889,"vida sport, ltd",gensve,Switzerland,holz,michael,medium,
10239,46,73.92,4,3400.32,,shipped,2,4,2004,classic cars,s18_1889,"oulu toy supplies, inc.",oulu,Finland,koskitalo,pirkko,medium,
10253,23,83.93,9,1930.39,,cancelled,2,6,2004,classic cars,s18_1889,"uk collectables, ltd.",liverpool,Uk,devon,elizabeth,small,
10266,33,74.69,10,2464.77,,shipped,3,7,2004,classic cars,s18_1889,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,small,
10278,29,90.86,10,2634.94,,shipped,3,8,2004,classic cars,s18_1889,signal gift stores,las vegas,Usa,king,sue,small,
10287,44,82.39,8,3625.16,2004-08-30,shipped,3,8,2004,classic cars,s18_1889,"vida sport, ltd",gensve,Switzerland,holz,michael,medium,
10300,41,92.4,1,3788.4,,shipped,4,10,2003,classic cars,s18_1889,"blauer see auto, co.",frankfurt,Germany,keitel,roland,medium,
10310,20,91.63,6,1832.6,2004-10-16,shipped,4,10,2004,classic cars,s18_1889,"toms spezialitten, ltd",koln,Germany,pfalzheim,henriette,small,
10321,37,78.54,14,2905.98,,shipped,4,11,2004,classic cars,s18_1889,fungiftideas.com,new bedford,Usa,benitez,violeta,small,
10329,29,100.0,9,2954.81,2004-11-15,shipped,4,11,2004,classic cars,s18_1889,land of toys inc.,nyc,Usa,yu,kwai,small,
10342,55,65.45,1,3599.75,2004-11-24,shipped,4,11,2004,classic cars,s18_1889,"australian collectors, co.",melbourne,Australia,ferguson,peter,medium,
10363,22,100.0,7,3686.54,,shipped,1,1,2005,classic cars,s18_1889,suominen souveniers,espoo,Finland,suominen,kalle,medium,
10377,31,67.76,4,2100.56,,shipped,1,2,2005,classic cars,s18_1889,"toys of finland, co.",helsinki,Finland,karttunen,matti,small,
10389,49,79.22,3,3881.78,,shipped,1,3,2005,classic cars,s18_1889,scandinavian gift ideas,boras,Sweden,larsson,maria,medium,
10405,61,73.92,4,4509.12,2005-04-14,shipped,2,4,2005,classic cars,s18_1889,mini caravy,strasbourg,France,citeaux,frederique,medium,
10419,39,83.93,9,3273.27,2005-05-17,shipped,2,5,2005,classic cars,s18_1889,salzburg collectables,salzburg,Austria,pipps,georg,medium,
10109,38,100.0,3,4432.7,,shipped,1,3,2003,classic cars,s18_1984,motor mint distributors inc.,philadelphia,Usa,hernandez,rosa,medium,
10122,31,100.0,1,4100.99,,shipped,2,5,2003,classic cars,s18_1984,marseille mini autos,marseille,France,lebihan,laurence,medium,
10136,36,100.0,1,5274.72,,shipped,3,7,2003,classic cars,s18_1984,alpha cognac,toulouse,France,roulet,annette,medium,
10148,25,100.0,12,4232.0,,shipped,3,9,2003,classic cars,s18_1984,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,medium,
10161,48,100.0,11,6145.44,2003-10-17,shipped,4,10,2003,classic cars,s18_1984,heintze collectables,aaarhus,Denmark,ibsen,palle,medium,
10171,35,100.0,1,4680.2,,shipped,4,11,2003,classic cars,s18_1984,quebec home shopping network,montreal,Canada,fresnisre,jean,medium,
10181,21,100.0,5,3286.08,,shipped,4,11,2003,classic cars,s18_1984,herkku gifts,bergen,Norway,oeztan,veysel,medium,
10192,47,100.0,10,7421.3,2003-11-20,shipped,4,11,2003,classic cars,s18_1984,online diecast creations co.,nashua,Usa,young,valarie,large,
10204,38,100.0,16,6432.64,,shipped,4,12,2003,classic cars,s18_1984,muscle machine inc,nyc,Usa,young,jeff,medium,
10212,41,100.0,9,4840.87,2004-01-16,shipped,1,1,2004,classic cars,s18_1984,euro shopping channel,madrid,Spain,freyre,diego,medium,
10226,24,100.0,7,3892.08,2004-02-26,shipped,1,2,2004,classic cars,s18_1984,collectable mini designs co.,san diego,Usa,thompson,valarie,medium,
10240,37,100.0,2,5526.32,2004-04-13,shipped,2,4,2004,classic cars,s18_1984,osaka souveniers co.,osaka,Japan,kentary,mory,medium,
10253,33,100.0,4,4459.62,,cancelled,2,6,2004,classic cars,s18_1984,"uk collectables, ltd.",liverpool,Uk,devon,elizabeth,medium,
10266,49,100.0,5,6203.4,,shipped,3,7,2004,classic cars,s18_1984,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,medium,
10278,29,100.0,5,3754.05,,shipped,3,8,2004,classic cars,s18_1984,signal gift stores,las vegas,Usa,king,sue,medium,
10287,24,100.0,3,3516.48,2004-08-30,shipped,3,8,2004,classic cars,s18_1984,"vida sport, ltd",gensve,Switzerland,holz,michael,medium,
10301,47,100.0,7,7488.04,,shipped,4,10,2003,classic cars,s18_1984,"norway gifts by mail, co.",oslo,Norway,klaeboe,jan,large,
10310,24,100.0,1,3448.08,2004-10-16,shipped,4,10,2004,classic cars,s18_1984,"toms spezialitten, ltd",koln,Germany,pfalzheim,henriette,medium,
10321,25,100.0,9,3734.0,,shipped,4,11,2004,classic cars,s18_1984,fungiftideas.com,new bedford,Usa,benitez,violeta,medium,
10331,30,32.47,8,974.1,2004-11-17,shipped,4,11,2004,classic cars,s18_1984,motor mint distributors inc.,philadelphia,Usa,hernandez,rosa,small,
10342,22,100.0,3,3160.74,2004-11-24,shipped,4,11,2004,classic cars,s18_1984,"australian collectors, co.",melbourne,Australia,ferguson,peter,medium,
10356,27,64.69,2,1746.63,,shipped,4,12,2004,classic cars,s18_1984,lyon souveniers,paris,France,da cunha,daniel,small,
10366,34,100.0,3,4207.84,,shipped,1,1,2005,classic cars,s18_1984,royale belge,charleroi,Belgium,cartrain,pascale,medium,
10377,36,100.0,6,4352.76,,shipped,1,2,2005,classic cars,s18_1984,"toys of finland, co.",helsinki,Finland,karttunen,matti,medium,
10390,34,43.05,15,1463.7,,shipped,1,3,2005,classic cars,s18_1984,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10406,48,100.0,2,7169.28,2005-04-15,disputed,2,4,2005,classic cars,s18_1984,danish wholesale imports,kobenhavn,Denmark,petersen,jytte,large,
10419,34,100.0,4,4594.76,2005-05-17,shipped,2,5,2005,classic cars,s18_1984,salzburg collectables,salzburg,Austria,pipps,georg,medium,
10104,24,100.0,8,3457.92,2003-01-31,shipped,1,1,2003,classic cars,s18_2238,euro shopping channel,madrid,Spain,freyre,diego,medium,
10115,46,100.0,4,7381.16,,shipped,2,4,2003,classic cars,s18_2238,classic legends inc.,nyc,Usa,hernandez,maria,large,
10127,45,100.0,10,7146.9,,shipped,2,6,2003,classic cars,s18_2238,muscle machine inc,nyc,Usa,young,jeff,large,
10141,39,100.0,4,5938.53,,shipped,3,8,2003,classic cars,s18_2238,suominen souveniers,espoo,Finland,suominen,kalle,medium,
10151,43,100.0,2,7110.91,2003-09-21,shipped,3,9,2003,classic cars,s18_2238,"oulu toy supplies, inc.",oulu,Finland,koskitalo,pirkko,large,
10165,29,100.0,11,5032.95,2003-10-22,shipped,4,10,2003,classic cars,s18_2238,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,medium,
10176,20,100.0,10,3667.6,,shipped,4,11,2003,classic cars,s18_2238,l'ordine souveniers,reggio emilia,Italy,moroni,maurizio,medium,
10184,46,100.0,5,7381.16,2003-11-14,shipped,4,11,2003,classic cars,s18_2238,"iberia gift imports, corp.",sevilla,Spain,roel,jose pedro,large,
10195,27,100.0,5,5128.11,2003-11-25,shipped,4,11,2003,classic cars,s18_2238,mini classics,white plains,Usa,frick,steve,medium,
10207,44,100.0,6,7060.24,,shipped,4,12,2003,classic cars,s18_2238,diecast collectables,boston,Usa,franco,valarie,large,
10219,43,100.0,1,8448.64,,shipped,1,2,2004,classic cars,s18_2238,signal collectibles ltd.,brisbane,Usa,taylor,sue,large,
10230,49,100.0,8,7300.51,2004-03-15,shipped,1,3,2004,classic cars,s18_2238,"blauer see auto, co.",frankfurt,Germany,keitel,roland,large,
10246,40,100.0,4,6549.2,,shipped,2,5,2004,classic cars,s18_2238,euro shopping channel,madrid,Spain,freyre,diego,medium,
10259,30,100.0,3,5697.9,2004-06-15,shipped,2,6,2004,classic cars,s18_2238,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10271,50,100.0,4,9169.0,2004-07-20,shipped,3,7,2004,classic cars,s18_2238,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,large,
10282,23,100.0,13,3238.63,2004-08-20,shipped,3,8,2004,classic cars,s18_2238,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10292,26,100.0,7,4554.94,,shipped,3,9,2004,classic cars,s18_2238,land of toys inc.,nyc,Usa,yu,kwai,medium,
10305,27,100.0,4,3934.44,2004-10-13,shipped,4,10,2004,classic cars,s18_2238,marta's replicas co.,cambridge,Usa,hernandez,marta,medium,
10314,42,100.0,13,5776.26,2004-10-22,shipped,4,10,2004,classic cars,s18_2238,heintze collectables,aaarhus,Denmark,ibsen,palle,medium,
10324,47,100.0,8,7207.45,,shipped,4,11,2004,classic cars,s18_2238,vitachrome inc.,nyc,Usa,frick,michael,large,
10336,49,100.0,6,7460.74,2004-11-20,shipped,4,11,2004,classic cars,s18_2238,"la corne d'abondance, co.",paris,France,bertrand,marie,large,
10349,38,100.0,8,6719.54,,shipped,4,12,2004,classic cars,s18_2238,muscle machine inc,nyc,Usa,young,jeff,medium,
10358,20,100.0,10,2428.0,,shipped,4,12,2004,classic cars,s18_2238,euro shopping channel,madrid,Spain,freyre,diego,small,
10371,25,100.0,7,2602.25,2005-01-23,shipped,1,1,2005,classic cars,s18_2238,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10382,25,88.0,5,2200.0,2005-02-17,shipped,1,2,2005,classic cars,s18_2238,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10412,41,100.0,4,6712.93,,shipped,2,5,2005,classic cars,s18_2238,euro shopping channel,madrid,Spain,freyre,diego,medium,
10425,28,100.0,3,5318.04,2005-05-31,in process,2,5,2005,classic cars,s18_2238,la rochelle gifts,nantes,France,labrune,janine,medium,
10100,50,67.8,2,3390.0,,shipped,1,1,2003,vintage cars,s18_2248,online diecast creations co.,nashua,Usa,young,valarie,medium,
10110,32,50.25,6,1608.0,2003-03-18,shipped,1,3,2003,vintage cars,s18_2248,"av stores, co.",manchester,Uk,ashworth,victoria,small,
10124,42,53.88,5,2262.96,2003-05-21,shipped,2,5,2003,vintage cars,s18_2248,signal gift stores,las vegas,Usa,king,sue,small,
10149,24,62.36,10,1496.64,,shipped,3,9,2003,vintage cars,s18_2248,signal collectibles ltd.,brisbane,Usa,taylor,sue,small,
10162,27,69.62,8,1879.74,2003-10-18,shipped,4,10,2003,vintage cars,s18_2248,corporate gift ideas co.,san francisco,Usa,brown,julie,small,
10173,26,57.51,12,1495.26,,shipped,4,11,2003,vintage cars,s18_2248,rovelli gifts,bergamo,Italy,rovelli,giovanni,small,
10182,38,61.15,9,2323.7,,shipped,4,11,2003,vintage cars,s18_2248,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10193,42,59.33,13,2491.86,2003-11-21,shipped,4,11,2003,vintage cars,s18_2248,"australian collectables, ltd",glen waverly,Australia,connery,sean,small,
10204,23,71.44,3,1643.12,,shipped,4,12,2003,vintage cars,s18_2248,muscle machine inc,nyc,Usa,young,jeff,small,
10214,21,62.96,6,1322.16,2004-01-26,shipped,1,1,2004,vintage cars,s18_2248,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,small,
10227,28,50.85,9,1423.8,,shipped,1,3,2004,vintage cars,s18_2248,"saveley & henriot, co.",lyon,France,saveley,mary,small,
10241,33,72.65,1,2397.45,2004-04-13,shipped,2,4,2004,vintage cars,s18_2248,mini caravy,strasbourg,France,citeaux,frederique,small,
10280,25,62.96,15,1574.0,2004-08-17,shipped,3,8,2004,vintage cars,s18_2248,amica models & co.,torino,Italy,accorti,paolo,small,
10288,28,61.75,4,1729.0,,shipped,3,9,2004,vintage cars,s18_2248,handji gifts& co,singapore,Singapore,victorino,wendy,small,
10303,46,49.04,2,2255.84,,shipped,4,10,2004,vintage cars,s18_2248,"iberia gift imports, corp.",sevilla,Spain,roel,jose pedro,small,
10312,30,61.15,16,1834.5,2004-10-21,shipped,4,10,2004,vintage cars,s18_2248,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10332,38,84.25,9,3201.5,2004-11-17,shipped,4,11,2004,vintage cars,s18_2248,"av stores, co.",manchester,Uk,ashworth,victoria,medium,
10344,40,56.91,2,2276.4,2004-11-25,shipped,4,11,2004,vintage cars,s18_2248,marseille mini autos,marseille,France,lebihan,laurence,small,
10367,45,100.0,4,8884.8,,resolved,1,1,2005,vintage cars,s18_2248,toys4grownups.com,pasadena,Usa,young,julie,large,
10379,27,49.3,1,1331.1,,shipped,1,2,2005,vintage cars,s18_2248,euro shopping channel,madrid,Spain,freyre,diego,small,
10407,42,72.65,1,3051.3,2005-04-22,on hold,2,4,2005,vintage cars,s18_2248,the sharp gifts warehouse,san jose,Usa,frick,sue,medium,
10420,36,63.57,4,2288.52,2005-05-29,in process,2,5,2005,vintage cars,s18_2248,souveniers and things co.,chatswood,Australia,huxley,adrian,small,
10104,29,100.0,12,3772.61,2003-01-31,shipped,1,1,2003,trucks and buses,s18_2319,euro shopping channel,madrid,Spain,freyre,diego,medium,
10114,39,100.0,3,4164.42,,shipped,2,4,2003,trucks and buses,s18_2319,"la corne d'abondance, co.",paris,France,bertrand,marie,medium,
10127,45,100.0,14,6295.95,,shipped,2,6,2003,trucks and buses,s18_2319,muscle machine inc,nyc,Usa,young,jeff,medium,
10141,47,100.0,8,6287.66,,shipped,3,8,2003,trucks and buses,s18_2319,suominen souveniers,espoo,Finland,suominen,kalle,medium,
10151,49,100.0,6,5412.54,2003-09-21,shipped,3,9,2003,trucks and buses,s18_2319,"oulu toy supplies, inc.",oulu,Finland,koskitalo,pirkko,medium,
10165,46,100.0,15,5984.14,2003-10-22,shipped,4,10,2003,trucks and buses,s18_2319,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,medium,
10175,48,100.0,4,5891.04,,shipped,4,11,2003,trucks and buses,s18_2319,"stylish desk decors, co.",london,Uk,brown,ann,medium,
10184,46,100.0,9,5984.14,2003-11-14,shipped,4,11,2003,trucks and buses,s18_2319,"iberia gift imports, corp.",sevilla,Spain,roel,jose pedro,medium,
10195,35,100.0,9,3608.15,2003-11-25,shipped,4,11,2003,trucks and buses,s18_2319,mini classics,white plains,Usa,frick,steve,medium,
10207,43,100.0,10,5752.54,,shipped,4,12,2003,trucks and buses,s18_2319,diecast collectables,boston,Usa,franco,valarie,medium,
10229,26,100.0,4,3765.32,,shipped,1,3,2004,trucks and buses,s18_2319,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10246,22,98.18,8,2159.96,,shipped,2,5,2004,trucks and buses,s18_2319,euro shopping channel,madrid,Spain,freyre,diego,small,
10259,34,99.41,7,3379.94,2004-06-15,shipped,2,6,2004,trucks and buses,s18_2319,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10271,50,100.0,8,5093.5,2004-07-20,shipped,3,7,2004,trucks and buses,s18_2319,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10281,48,100.0,4,5773.44,2004-08-19,shipped,3,8,2004,trucks and buses,s18_2319,diecast classics inc.,allentown,Usa,yu,kyung,medium,
10292,41,100.0,11,4528.86,,shipped,3,9,2004,trucks and buses,s18_2319,land of toys inc.,nyc,Usa,yu,kwai,medium,
10305,36,100.0,8,4816.08,2004-10-13,shipped,4,10,2004,trucks and buses,s18_2319,marta's replicas co.,cambridge,Usa,hernandez,marta,medium,
10313,29,100.0,2,3416.78,2004-10-22,shipped,4,10,2004,trucks and buses,s18_2319,canadian gift exchange network,vancouver,Canada,tannamuri,yoshi,medium,
10324,33,37.48,10,1236.84,,shipped,4,11,2004,trucks and buses,s18_2319,vitachrome inc.,nyc,Usa,frick,michael,small,
10334,46,100.0,6,5814.86,2004-11-19,on hold,4,11,2004,trucks and buses,s18_2319,"volvo model replicas, co",lule,Sweden,berglund,christina,medium,
10349,38,100.0,7,5223.48,,shipped,4,12,2004,trucks and buses,s18_2319,muscle machine inc,nyc,Usa,young,jeff,medium,
10358,20,36.42,11,728.4,,shipped,4,12,2004,trucks and buses,s18_2319,euro shopping channel,madrid,Spain,freyre,diego,small,
10370,22,100.0,5,3949.0,2005-01-20,shipped,1,1,2005,trucks and buses,s18_2319,"anna's decorations, ltd",north sydney,Australia,o'hara,anna,medium,
10383,27,100.0,11,3843.99,2005-02-22,shipped,1,2,2005,trucks and buses,s18_2319,euro shopping channel,madrid,Spain,freyre,diego,medium,
10412,56,98.18,8,5498.08,,shipped,2,5,2005,trucks and buses,s18_2319,euro shopping channel,madrid,Spain,freyre,diego,medium,
10425,38,99.41,7,3777.58,2005-05-31,in process,2,5,2005,trucks and buses,s18_2319,la rochelle gifts,nantes,France,labrune,janine,medium,
10101,25,100.0,4,3782.0,,shipped,1,1,2003,vintage cars,s18_2325,"blauer see auto, co.",frankfurt,Germany,keitel,roland,medium,
10110,33,100.0,4,3859.68,2003-03-18,shipped,1,3,2003,vintage cars,s18_2325,"av stores, co.",manchester,Uk,ashworth,victoria,medium,
10124,42,100.0,3,4431.84,2003-05-21,shipped,2,5,2003,vintage cars,s18_2325,signal gift stores,las vegas,Usa,king,sue,medium,
10149,33,100.0,8,4950.33,,shipped,3,9,2003,vintage cars,s18_2325,signal collectibles ltd.,brisbane,Usa,taylor,sue,medium,
10162,38,100.0,6,4299.7,2003-10-18,shipped,4,10,2003,vintage cars,s18_2325,corporate gift ideas co.,san francisco,Usa,brown,julie,medium,
10173,31,100.0,10,4492.83,,shipped,4,11,2003,vintage cars,s18_2325,rovelli gifts,bergamo,Italy,rovelli,giovanni,medium,
10182,20,100.0,7,2212.0,,shipped,4,11,2003,vintage cars,s18_2325,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10193,44,100.0,11,4642.88,2003-11-21,shipped,4,11,2003,vintage cars,s18_2325,"australian collectables, ltd",glen waverly,Australia,connery,sean,medium,
10204,26,100.0,1,3206.32,,shipped,4,12,2003,vintage cars,s18_2325,muscle machine inc,nyc,Usa,young,jeff,medium,
10214,27,100.0,4,3604.23,2004-01-26,shipped,1,1,2004,vintage cars,s18_2325,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,medium,
10227,46,100.0,7,7017.76,,shipped,1,3,2004,vintage cars,s18_2325,"saveley & henriot, co.",lyon,France,saveley,mary,large,
10243,47,100.0,2,6154.18,2004-04-26,shipped,2,4,2004,vintage cars,s18_2325,diecast collectables,boston,Usa,franco,valarie,medium,
10280,37,100.0,13,4750.8,2004-08-17,shipped,3,8,2004,vintage cars,s18_2325,amica models & co.,torino,Italy,accorti,paolo,medium,
10288,31,100.0,2,3822.92,,shipped,3,9,2004,vintage cars,s18_2325,handji gifts& co,singapore,Singapore,victorino,wendy,medium,
10304,24,100.0,17,2440.8,,shipped,4,10,2004,vintage cars,s18_2325,auto assoc. & cie.,versailles,France,tonini,daniel,small,
10312,31,100.0,14,4729.36,2004-10-21,shipped,4,10,2004,vintage cars,s18_2325,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10322,50,100.0,6,12536.5,,shipped,4,11,2004,vintage cars,s18_2325,online diecast creations co.,nashua,Usa,young,valarie,large,
10332,35,64.69,8,2264.15,2004-11-17,shipped,4,11,2004,vintage cars,s18_2325,"av stores, co.",manchester,Uk,ashworth,victoria,small,
10344,30,100.0,3,3928.2,2004-11-25,shipped,4,11,2004,vintage cars,s18_2325,marseille mini autos,marseille,France,lebihan,laurence,medium,
10356,29,100.0,3,3630.22,,shipped,4,12,2004,vintage cars,s18_2325,lyon souveniers,paris,France,da cunha,daniel,medium,
10367,27,100.0,5,4196.07,,resolved,1,1,2005,vintage cars,s18_2325,toys4grownups.com,pasadena,Usa,young,julie,medium,
10380,40,100.0,10,4931.6,2005-02-16,shipped,1,2,2005,vintage cars,s18_2325,euro shopping channel,madrid,Spain,freyre,diego,medium,
10390,31,98.99,16,3068.69,,shipped,1,3,2005,vintage cars,s18_2325,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,medium,
10409,6,100.0,2,785.64,2005-04-23,shipped,2,4,2005,vintage cars,s18_2325,handji gifts& co,singapore,Singapore,victorino,wendy,small,
10420,45,100.0,2,4977.0,2005-05-29,in process,2,5,2005,vintage cars,s18_2325,souveniers and things co.,chatswood,Australia,huxley,adrian,medium,
10103,22,54.09,2,1189.98,2003-01-29,shipped,1,1,2003,trucks and buses,s18_2432,baane mini imports,stavern,Norway,bergulfsen,jonas,small,
10114,45,68.67,6,3090.15,,shipped,2,4,2003,trucks and buses,s18_2432,"la corne d'abondance, co.",paris,France,bertrand,marie,medium,
10126,43,65.02,2,2795.86,2003-05-28,shipped,2,5,2003,trucks and buses,s18_2432,"corrida auto replicas, ltd",madrid,Spain,sommer,mart¡n,small,
10140,46,61.99,2,2851.54,2003-07-24,shipped,3,7,2003,trucks and buses,s18_2432,technics stores inc.,burlingame,Usa,hirano,juri,small,
10151,39,69.28,9,2701.92,2003-09-21,shipped,3,9,2003,trucks and buses,s18_2432,"oulu toy supplies, inc.",oulu,Finland,koskitalo,pirkko,small,
10165,31,71.1,18,2204.1,2003-10-22,shipped,4,10,2003,trucks and buses,s18_2432,"dragon souveniers, ltd.",singapore,Singapore,natividad,eric,small,
10175,41,69.28,7,2840.48,,shipped,4,11,2003,trucks and buses,s18_2432,"stylish desk decors, co.",london,Uk,brown,ann,small,
10184,44,60.16,12,2647.04,2003-11-14,shipped,4,11,2003,trucks and buses,s18_2432,"iberia gift imports, corp.",sevilla,Spain,roel,jose pedro,small,
10194,45,70.49,2,3172.05,2003-11-25,shipped,4,11,2003,trucks and buses,s18_2432,"saveley & henriot, co.",lyon,France,saveley,mary,medium,
10207,37,69.89,13,2585.93,,shipped,4,12,2003,trucks and buses,s18_2432,diecast collectables,boston,Usa,franco,valarie,small,
10217,35,61.38,2,2148.3,,shipped,1,2,2004,trucks and buses,s18_2432,handji gifts& co,singapore,Singapore,victorino,wendy,small,
10229,28,59.55,7,1667.4,,shipped,1,3,2004,trucks and buses,s18_2432,mini gifts distributors ltd.,san rafael,Usa,nelson,valarie,small,
10246,30,61.99,11,1859.7,,shipped,2,5,2004,trucks and buses,s18_2432,euro shopping channel,madrid,Spain,freyre,diego,small,
